"year","make","model","mpg"
2008,"KTM","990 SUPER DUKE",null
2008,"KTM","990 SUPER DUKE R",10
2008,"KTM","990 SUPERMOTO R",38
2008,"KUBOTA","RTV500 4X4",null
2008,"KYMCO","AGILITY 50",null
2008,"KYMCO","GRANDVISTA 250",58
2008,"KYMCO","MAXXER 250",null
2008,"KYMCO","MAXXER 300",null
2008,"KYMCO","MAXXER 50",null
2008,"KYMCO","MONGOOSE 250",null
2008,"KYMCO","MONGOOSE 300",null
2008,"KYMCO","MONGOOSE 50",null
2008,"KYMCO","MONGOOSE 70",52
2008,"KYMCO","MONGOOSE 90",146
2008,"KYMCO","MXU150",142
2008,"KYMCO","MXU250",null
2008,"KYMCO","MXU300",58
2008,"KYMCO","MXU500",44
2008,"KYMCO","PEOPLE 50",null
2008,"KYMCO","PEOPLE S 250",null
2008,"KYMCO","PEOPLE S 50",65
2008,"KYMCO","SUPER 8 50",null
2008,"KYMCO","SUPER 9",null
2008,"KYMCO","XCITING 250",null
2008,"KYMCO","XCITING 500",43
2008,"LAMBORGHINI","GALLARDO",null
2008,"LAMBORGHINI","MURCIELAGO",null
2008,"LAND ROVER","LR2",null
2008,"LAND ROVER","LR3",null
2008,"LAND ROVER","RANGE ROVER",100
2008,"LAND ROVER","RANGE ROVER SPORT",98
2008,"LEXUS","ES350",129
2008,"LEXUS","GS350",111
2008,"LEXUS","GS450H",null
2008,"LEXUS","GS460",54
2008,"LEXUS","GX470",null
2008,"LEXUS","IS F",null
2008,"LEXUS","IS250",147
2008,"LEXUS","IS350",38
2008,"LEXUS","LS460",105
2008,"LEXUS","LS600H",121
2008,"LEXUS","LX570",94
2008,"LEXUS","RX350",null
2008,"LEXUS","RX400H",null
2008,"LEXUS","SC430",46
2008,"LINCOLN","MARK LT",null
2008,"LINCOLN","MKX",null
2008,"LINCOLN","MKZ",null
2008,"LINCOLN","NAVIGATOR",143
2008,"LINCOLN","TOWN CAR",null
2008,"LOTUS","ELISE",null
2008,"LOTUS","EXIGE",130
2008,"MACK","CHU",60
2008,"MACK","CTP",90
2008,"MACK","CV",null
2008,"MACK","CXN",null
2008,"MACK","CXU",null
2008,"MACK","GU7",null
2008,"MACK","GU8",92
2008,"MACK","LEU",null
2008,"MACK","MRU",null
2008,"MASERATI","GRANTURISMO",90
2008,"MASERATI","QUATTROPORTE",null
2008,"MAYBACH",57,null
2008,"MAYBACH",62,43
2008,"MAZDA",3,null
2008,"MAZDA",5,null
2008,"MAZDA",6,null
2008,"MAZDA","B2300",41
2008,"MAZDA","B3000",22
2008,"MAZDA","B4000",86
2008,"MAZDA","CX-7",null
2008,"MAZDA","CX-9",null
2008,"MAZDA","MX-5",null
2008,"MAZDA","MX-5 MIATA",66
2008,"MAZDA","RX-8",null
2008,"MAZDA","TRIBUTE",null
2008,"MERCEDES-BENZ","B200",null
2008,"MERCEDES-BENZ","C230",null
2008,"MERCEDES-BENZ","C300",31
2008,"MERCEDES-BENZ","C350",93
2008,"MERCEDES-BENZ","C63 AMG",149
2008,"MERCEDES-BENZ","CL550",77
2008,"MERCEDES-BENZ","CL600",48
2008,"MERCEDES-BENZ","CL63 AMG",55
2008,"MERCEDES-BENZ","CL65 AMG",53
2008,"MERCEDES-BENZ","CLK350",33
2008,"MERCEDES-BENZ","CLK550",null
2008,"MERCEDES-BENZ","CLK63 AMG",67
2008,"MERCEDES-BENZ","CLS550",null
2008,"MERCEDES-BENZ","CLS63 AMG",null
2008,"MERCEDES-BENZ","E280",14
2008,"MERCEDES-BENZ","E300",null
2008,"MERCEDES-BENZ","E320",39
2008,"MERCEDES-BENZ","E350",143
2008,"MERCEDES-BENZ","E550",null
2008,"MERCEDES-BENZ","E63 AMG",null
2008,"MERCEDES-BENZ","G500",116
2008,"MERCEDES-BENZ","G55 AMG",122
2008,"MERCEDES-BENZ","GL320",131
2008,"MERCEDES-BENZ","GL450",null
2008,"MERCEDES-BENZ","GL550",130
2008,"MERCEDES-BENZ","ML320",null
2008,"MERCEDES-BENZ","ML350",null
2008,"MERCEDES-BENZ","ML550",null
2008,"MERCEDES-BENZ","ML63 AMG",null
2008,"MERCEDES-BENZ","R320",null
2008,"MERCEDES-BENZ","R350",null
2008,"MERCEDES-BENZ","S450",132
2008,"MERCEDES-BENZ","S550",30
2008,"MERCEDES-BENZ","S600",null
2008,"MERCEDES-BENZ","S63 AMG",null
2008,"MERCEDES-BENZ","S65 AMG",null
2008,"MERCEDES-BENZ","SL55 AMG",98
2008,"MERCEDES-BENZ","SL550",null
2008,"MERCEDES-BENZ","SL600",67
2008,"MERCEDES-BENZ","SL65 AMG",47
2008,"MERCEDES-BENZ","SLK200",null
2008,"MERCEDES-BENZ","SLK280",null
2008,"MERCEDES-BENZ","SLK350",41
2008,"MERCEDES-BENZ","SLK55 AMG",67
2008,"MERCEDES-BENZ","SLR MCLAREN",94
2008,"MERCURY","GRAND MARQUIS",null
2008,"MERCURY","MARINER",10
2008,"MERCURY","MILAN",null
2008,"MERCURY","MOUNTAINEER",null
2008,"MERCURY","SABLE",113
2008,"MINI","COOPER",65
2008,"MITSUBISHI","ECLIPSE",84
2008,"MITSUBISHI","ENDEAVOR",9
2008,"MITSUBISHI","GALANT",null
2008,"MITSUBISHI","GRANDIS",77
2008,"MITSUBISHI","LANCER",52
2008,"MITSUBISHI","MONTERO",13
2008,"MITSUBISHI","MONTERO SPORT",12
2008,"MITSUBISHI","OUTLANDER",0
2008,"MITSUBISHI","RAIDER",99
2008,"MITSUBISHI FUSO","FE125",null
2008,"MITSUBISHI FUSO","FE145",null
2008,"MITSUBISHI FUSO","FE145CC",5
2008,"MITSUBISHI FUSO","FE180",29
2008,"MITSUBISHI FUSO","FG140",null
2008,"MITSUBISHI FUSO","FK200",null
2008,"MITSUBISHI FUSO","FK260",null
2008,"MITSUBISHI FUSO","FM330",71
2008,"MOTO GUZZI","BREVA 1100",null
2008,"MOTO GUZZI","BREVA 1200 SPORT",null
2008,"MOTO GUZZI","BREVA 750",89
2008,"MOTO GUZZI","CALIFORNIA VINTAGE",null
2008,"MOTO GUZZI","GRISO 1100",55
2008,"MOTO GUZZI","NEVADA CLASSIC 750",null
2008,"MOTO GUZZI","NORGE 1200",null
2008,"MV AGUSTA","BRUTALE 910 R",53
2008,"MV AGUSTA","BRUTALE 910 S",null
2008,"MV AGUSTA","F4 R 312",80
2008,"MV AGUSTA","F4 R 312 1+1",104
2008,"NISSAN","350Z",null
2008,"NISSAN","ALTIMA",null
2008,"NISSAN","APRIO",null
2008,"NISSAN","ARMADA",93
2008,"NISSAN","CABSTAR",128
2008,"NISSAN","CABSTAR E",null
2008,"NISSAN","CAMIONES",null
2008,"NISSAN","FRONTIER",null
2008,"NISSAN","MAXIMA",null
2008,"NISSAN","MURANO",71
2008,"NISSAN","PATHFINDER",null
2008,"NISSAN","PLATINA",null
2008,"NISSAN","QUEST",null
2008,"NISSAN","ROGUE",null
2008,"NISSAN","SENTRA",2
2008,"NISSAN","TIIDA",null
2008,"NISSAN","TITAN",119
2008,"NISSAN","TSURU",null
2008,"NISSAN","URVAN",96
2008,"NISSAN","VERSA",null
2008,"NISSAN","X-TRAIL",39
2008,"NISSAN","XTERRA",null
2008,"NOVA BUS CORPORATION","LFS 60",120
2008,"ORION BUS","ORION V",121
2008,"ORION BUS","ORION VII",76
2008,"OSHKOSH MOTOR TRUCK CO.","P",90
2008,"PETERBILT",210,126
2008,"PETERBILT",220,null
2008,"PETERBILT",320,102
2008,"PETERBILT",325,null
2008,"PETERBILT",330,null
2008,"PETERBILT",335,135
2008,"PETERBILT",340,129
2008,"PETERBILT",357,61
2008,"PETERBILT",365,null
2008,"PETERBILT",367,null
2008,"PETERBILT",379,null
2008,"PETERBILT",384,null
2008,"PETERBILT",385,107
2008,"PETERBILT",386,11
2008,"PETERBILT",387,null
2008,"PETERBILT",388,14
2008,"PETERBILT",389,141
2008,"PEUGEOT",206,143
2008,"PEUGEOT",207,31
2008,"PEUGEOT",307,null
2008,"PEUGEOT",407,3
2008,"PEUGEOT","EXPERT",17
2008,"PEUGEOT","GRAND RAID",80
2008,"PEUGEOT","PARTNER",null
2008,"PIAGGIO","BV TOURER 250",115
2008,"PIAGGIO","FLY 150",55
2008,"PIAGGIO","FLY 50",null
2008,"PIAGGIO","MP3 250",null
2008,"PIAGGIO","MP3 400",null
2008,"PIAGGIO","MP3 500",null
2008,"PIERCE MFG. INC.","ARROW XT",null
2008,"PIERCE MFG. INC.","DASH",13
2008,"PIERCE MFG. INC.","LANCE",6
2008,"POLARIS","120 DRAGON",31
2008,"POLARIS",340,133
2008,"POLARIS","340 TRANSPORT",null
2008,"POLARIS","550 LX",null
2008,"POLARIS","600 DRAGON IQ",null
2008,"POLARIS","600 DRAGON SWITCHBACK",null
2008,"POLARIS","600 HO IQ TOURING",132
2008,"POLARIS","600 IQ LX",32
2008,"POLARIS","600 RMK 144",null
2008,"POLARIS","600 RMK 155",115
2008,"POLARIS","600 RR",112
2008,"POLARIS","600 SWITCHBACK",null
2008,"POLARIS","700 DRAGON IQ",null
2008,"POLARIS","700 DRAGON RMK 155",143
2008,"POLARIS","700 DRAGON RMK 163",null
2008,"POLARIS","700 DRAGON SWITCHBACK",16
2008,"POLARIS","700 IQ",22
2008,"POLARIS","700 RMK 155",21
2008,"POLARIS","700 SWITCHBACK",109
2008,"POLARIS","800 DRAGON RMK 155",87
2008,"POLARIS","800 DRAGON RMK 163",66
2008,"POLARIS","800 IQ",36
2008,"POLARIS","FS IQ TOURING",117
2008,"POLARIS","FST IQ CRUISER",null
2008,"POLARIS","FST IQ TOURING",null
2008,"POLARIS","HAWKEYE 2X4",null
2008,"POLARIS","IQ CRUISER",null
2008,"POLARIS","IQ SHIFT",null
2008,"POLARIS","IQ TURBO LX",null
2008,"POLARIS","OUTLAW 450 MXR",null
2008,"POLARIS","OUTLAW 50",57
2008,"POLARIS","OUTLAW 525 IRS",116
2008,"POLARIS","OUTLAW 525 S",136
2008,"POLARIS","OUTLAW 90",null
2008,"POLARIS","PHOENIX 200",null
2008,"POLARIS","RANGER 2X4 500",50
2008,"POLARIS","RANGER 4X4 500 EFI",null
2008,"POLARIS","RANGER 6X6 700 EFI",null
2008,"POLARIS","RANGER CREW 700",null
2008,"POLARIS","RANGER MVRS 700 4X4",131
2008,"POLARIS","RANGER MVRS 700 6X6",null
2008,"POLARIS","RANGER MVRS 800 4X4",110
2008,"POLARIS","RANGER MVRS 800 6X6",47
2008,"POLARIS","RANGER RZR 800",null
2008,"POLARIS","RANGER XP 700",55
2008,"POLARIS","RMK SHIFT 155",null
2008,"POLARIS","SCRAMBLER 500 4X4",36
2008,"POLARIS","SPORTSMAN 300",null
2008,"POLARIS","SPORTSMAN 400 HO",84
2008,"POLARIS","SPORTSMAN 500 6X6",null
2008,"POLARIS","SPORTSMAN 500 EFI",62
2008,"POLARIS","SPORTSMAN 500 EFI TOURING",110
2008,"POLARIS","SPORTSMAN 500 EFI X2",66
2008,"POLARIS","SPORTSMAN 500 HO",54
2008,"POLARIS","SPORTSMAN 700 EFI X2",33
2008,"POLARIS","SPORTSMAN 800 EFI",null
2008,"POLARIS","SPORTSMAN 800 EFI HO",null
2008,"POLARIS","SPORTSMAN 800 EFI TOURING",113
2008,"POLARIS","SPORTSMAN 800 EFI X2",null
2008,"POLARIS","SPORTSMAN 800 HO EFI MILITARY",null
2008,"POLARIS","SPORTSMAN 90",116
2008,"POLARIS","SUPER SPORT",65
2008,"POLARIS","TRAIL BLAZER 330",120
2008,"POLARIS","TRAIL BOSS 330",11
2008,"POLARIS","TRAIL RMK",null
2008,"POLARIS","TRAIL TOURING DLX",null
2008,"POLARIS","TURBO DRAGON",null
2008,"POLARIS","TURBO SWITCHBACK",19
2008,"POLARIS","WIDE TRAK LX",null
2008,"PONTIAC","G3",7
2008,"PONTIAC","G5",null
2008,"PONTIAC","G6",null
2008,"PONTIAC","G8",null
2008,"PONTIAC","GRAND PRIX",42
2008,"PONTIAC","MATIZ",null
2008,"PONTIAC","MONTANA",null
2008,"PONTIAC","SOLSTICE",69
2008,"PONTIAC","TORRENT",23
2008,"PONTIAC","VIBE",null
2008,"PONTIAC","WAVE",43
2008,"PORSCHE",911,80
2008,"PORSCHE","BOXSTER",130
2008,"PORSCHE","CAYENNE",140
2008,"PORSCHE","CAYMAN",132
2008,"RENAULT","CLIO",142
2008,"RENAULT","EURO CLIO",null
2008,"RENAULT","KANGOO",1
2008,"RENAULT","KANGOO EXPRESS",null
2008,"RENAULT","MEGANE",86
2008,"RENAULT","SCENIC II",null
2008,"RENAULT","TRAFIC",null
2008,"ROLLS ROYCE","PHANTOM",66
2008,"SAAB","9-3",null
2008,"SAAB","9-5",129
2008,"SAAB","9-7X",125
2008,"SATURN","ASTRA",null
2008,"SATURN","AURA",104
2008,"SATURN","OUTLOOK",null
2008,"SATURN","SKY",null
2008,"SATURN","VUE",95
2008,"SCION","TC",143
2008,"SCION","XB",null
2008,"SCION","XD",44
2008,"SEA-DOO","GTI 130",null
2008,"SEA-DOO","GTI RENTAL 130",133
2008,"SEA-DOO","GTI SE 130",140
2008,"SEA-DOO","GTI SE 155",143
2008,"SEA-DOO","GTX 155",null
2008,"SEA-DOO","GTX 215",38
2008,"SEA-DOO","GTX LTD 215",null
2008,"SEA-DOO","RXP 155",null
2008,"SEA-DOO","RXP 215",null
2008,"SEA-DOO","RXP X 255",84
2008,"SEA-DOO","RXT 215",35
2008,"SEA-DOO","RXT X 255",60
2008,"SEA-DOO","WAKE 155",133
2008,"SEA-DOO","WAKE 215",25
2008,"SEAT","ALHAMBRA",15
2008,"SEAT","IBIZA",null
2008,"SEAT","LEON",null
2008,"SKI-DOO","EXPEDITION 550F SPORT",null
2008,"SKI-DOO","EXPEDITION SPORT V-800",90
2008,"SKI-DOO","EXPEDITION TUV 600",null
2008,"SKI-DOO","EXPEDITION TUV V-800",null
2008,"SKI-DOO","EXPEDITION V-1300",null
2008,"SKI-DOO","FREESTYLE BACK COUNTRY 550F",123
2008,"SKI-DOO","FREESTYLE PARK 550F",11
2008,"SKI-DOO","FREESTYLE SESSION 300F",145
2008,"SKI-DOO","GSX 500SS SPORT",null
2008,"SKI-DOO","GSX 550 FAN",null
2008,"SKI-DOO","GSX 600 LIMITED",null
2008,"SKI-DOO","GSX 600 LIMITED TOURING",79
2008,"SKI-DOO","GSX 800 LIMITED",null
2008,"SKI-DOO","GTX 500SS SPORT",null
2008,"SKI-DOO","GTX 550 FAN",61
2008,"SKI-DOO","GTX 600 LIMITED",null
2008,"SKI-DOO","GTX 600 SPORT",140
2008,"SKI-DOO","LEGEND TOURING V-800",61
2008,"SKI-DOO","LEGEND TRAIL V-800",null
2008,"SKI-DOO","MINI Z",74
2008,"SKI-DOO","MX Z 500 TNT",null
2008,"SKI-DOO","MX Z 500 TRAIL",null
2008,"SKI-DOO","MX Z 550 FAN",null
2008,"SKI-DOO","MX Z 550 X",26
2008,"SKI-DOO","MX Z 600 ADRENALINE",60
2008,"SKI-DOO","MX Z 600 RENEGADE",null
2008,"SKI-DOO","MX Z 600 RENEGADE X",null
2008,"SKI-DOO","MX Z 600 X",18
2008,"SKI-DOO","MX Z 600RS",48
2008,"SKI-DOO","MX Z 800 R ADRENALINE",null
2008,"SKI-DOO","MX Z 800 R X",59
2008,"SKI-DOO","MX Z 800 RENEGADE",142
2008,"SKI-DOO","MX Z 800 RENEGADE X",null
2008,"SKI-DOO","MX Z 800R RENEGADE",null
2008,"SKI-DOO","MX Z 800R RENEGADE X",99
2008,"SKI-DOO","SKANDIC 300F TUNDRA",null
2008,"SKI-DOO","SKANDIC 550F SUV",140
2008,"SKI-DOO","SKANDIC 550F SWT",146
2008,"SKI-DOO","SKANDIC 550F TUNDRA LT",null
2008,"SKI-DOO","SKANDIC 550F WT",null
2008,"SKI-DOO","SKANDIC 600 SUV",null
2008,"SKI-DOO","SKANDIC 600 WT",null
2008,"SKI-DOO","SKANDIC V-800 SWT",null
2008,"SKI-DOO","SKANDIC V-800 TUNDRA",null
2008,"SKI-DOO","SKANDIC V-800 TUNDRA LT",62
2008,"SKI-DOO","SUMMIT 550 FAN",null
2008,"SKI-DOO","SUMMIT 600 ADRENALINE",42
2008,"SKI-DOO","SUMMIT 800 ADRENALINE 144",4
2008,"SKI-DOO","SUMMIT 800 EVEREST 146",103
2008,"SKI-DOO","SUMMIT 800 EVEREST 154",86
2008,"SKI-DOO","SUMMIT 800 R EVEREST",null
2008,"SKI-DOO","SUMMIT 800 X 146",null
2008,"SKI-DOO","SUMMIT 800 X 154",null
2008,"SKI-DOO","SUMMIT 800 X 163",22
2008,"SMART","FORTWO",16
2008,"STERLING",360,87
2008,"STERLING","BULLET 45",31
2008,"STERLING","BULLET 55",111
2008,"STERLING","L7500",null
2008,"STERLING TRUCK","A9500",67
2008,"STERLING TRUCK","AT9500",null
2008,"STERLING TRUCK","L8500",null
2008,"STERLING TRUCK","L9500",null
2008,"STERLING TRUCK","LT7500",25
2008,"STERLING TRUCK","LT8500",null
2008,"STERLING TRUCK","LT9500",139
2008,"SUBARU","FORESTER",null
2008,"SUBARU","IMPREZA",null
2008,"SUBARU","LEGACY",null
2008,"SUBARU","OUTBACK",null
2008,"SUBARU","TRIBECA",null
2008,"SUZUKI","AN400 BURGMAN",58
2008,"SUZUKI","AN650 BURGMAN",null
2008,"SUZUKI","AN650A BURGMAN EXECUTIVE",67
2008,"SUZUKI","C109R BOULEVARD",null
2008,"SUZUKI","C109RT BOULEVARD",13
2008,"SUZUKI","C50 BOULEVARD",38
2008,"SUZUKI","C50B BOULEVARD",50
2008,"SUZUKI","C50C BOULEVARD",null
2008,"SUZUKI","C50T BOULEVARD",40
2008,"SUZUKI","C90 BOULEVARD",null
2008,"SUZUKI","C90B BOULEVARD",72
2008,"SUZUKI","C90T BOULEVARD",null
2008,"SUZUKI","DL1000 V-STROM",16
2008,"SUZUKI","DL650 V-STROM",null
2008,"SUZUKI","DL650A V-STROM ABS",null
2008,"SUZUKI","DR-Z125",90
2008,"SUZUKI","DR-Z125L",61
2008,"SUZUKI","DR-Z400S",21
2008,"SUZUKI","DR-Z400SM",null
2008,"SUZUKI","DR200SE",97
2008,"SUZUKI","DR650SE",17
2008,"SUZUKI","FORENZA",46
2008,"SUZUKI","GRAND VITARA",null
2008,"SUZUKI","GS500F",99
2008,"SUZUKI","GSF1250S BANDIT",null
2008,"SUZUKI","GSF1250SA BANDIT ABS",27
2008,"SUZUKI","GSX-R1000",null
2008,"SUZUKI","GSX-R600",104
2008,"SUZUKI","GSX-R750",116
2008,"SUZUKI","GSX1300BK B-KING",null
2008,"SUZUKI","GSX1300R HAYABUSA",91
2008,"SUZUKI","GSX650F",2
2008,"SUZUKI","GZ250",51
2008,"SUZUKI","LT-A400F KINGQUAD AS",148
2008,"SUZUKI","LT-A450X KINGQUAD AXI 4X4",null
2008,"SUZUKI","LT-A750X KINGQUAD AXI 4X4",null
2008,"SUZUKI","LT-F250 OZARK",93
2008,"SUZUKI","LT-F400F KINGQUAD FS",77
2008,"SUZUKI","LT-R450 QUADRACER",9
2008,"SUZUKI","LT-Z250 QUADSPORT Z",null
2008,"SUZUKI","LT-Z400 QUADSPORT Z",null
2008,"SUZUKI","LT-Z50 QUADSPORT",4
2008,"SUZUKI","LT-Z90 QUADSPORT",null
2008,"SUZUKI","M109R BOULEVARD",null
2008,"SUZUKI","M109R2 BOULEVARD",null
2008,"SUZUKI","M50 BOULEVARD",135
2008,"SUZUKI","RENO",null
2008,"SUZUKI","RM250",null
2008,"SUZUKI","RMZ250",32
2008,"SUZUKI","RMZ450",48
2008,"SUZUKI","S40 BOULEVARD",null
2008,"SUZUKI","S50 BOULEVARD",null
2008,"SUZUKI","S83 BOULEVARD",66
2008,"SUZUKI","SV650",5
2008,"SUZUKI","SV650A ABS",null
2008,"SUZUKI","SV650S",null
2008,"SUZUKI","SV650SA ABS",110
2008,"SUZUKI","SWIFT",null
2008,"SUZUKI","SWIFT+",80
2008,"SUZUKI","SX4",null
2008,"SUZUKI","XL-7",138
2008,"TESLA","ROADSTER",null
2008,"TM","EN250",97
2008,"TM","EN250F",null
2008,"TM","EN450F",61
2008,"TM","MX250",33
2008,"TM","MX250F",null
2008,"TM","MX450F",null
2008,"TM","SMM450F",131
2008,"TM","SMR450F",null
2008,"TM","SMX450F",69
2008,"TM","SMX660F",25
2008,"TOYOTA","4RUNNER",null
2008,"TOYOTA","AVALON",null
2008,"TOYOTA","AVANZA",null
2008,"TOYOTA","CAMRY",100
2008,"TOYOTA","COROLLA",72
2008,"TOYOTA","FJ CRUISER",null
2008,"TOYOTA","HIACE",null
2008,"TOYOTA","HIGHLANDER",null
2008,"TOYOTA","HILUX",null
2008,"TOYOTA","LAND CRUISER",null
2008,"TOYOTA","MATRIX",72
2008,"TOYOTA","PRIUS",67
2008,"TOYOTA","RAV4",null
2008,"TOYOTA","SEQUOIA",54
2008,"TOYOTA","SIENNA",18
2008,"TOYOTA","SOLARA",126
2008,"TOYOTA","TACOMA",null
2008,"TOYOTA","TUNDRA",null
2008,"TOYOTA","YARIS",null
2008,"TRIUMPH","AMERICA",null
2008,"TRIUMPH","BONNEVILLE",149
2008,"TRIUMPH","BONNEVILLE T100",null
2008,"TRIUMPH","DAYTONA 675",98
2008,"TRIUMPH","ROCKET III",null
2008,"TRIUMPH","ROCKET III CLASSIC",142
2008,"TRIUMPH","ROCKET III CLASSIC TOURER",119
2008,"TRIUMPH","SCRAMBLER",91
2008,"TRIUMPH","SPEED TRIPLE",null
2008,"TRIUMPH","SPEEDMASTER",null
2008,"TRIUMPH","SPRINT ST",null
2008,"TRIUMPH","STREET TRIPLE 675",55
2008,"TRIUMPH","THRUXTON",69
2008,"TRIUMPH","TIGER",null
2008,"UD",1400,null
2008,"UD","1800CS",null
2008,"UD","1800HD",null
2008,"UD",2000,113
2008,"UD","2300DH",null
2008,"UD","2300LP",null
2008,"UD",2600,134
2008,"UD",3300,null
2008,"VESPA","GTS 250",null
2008,"VESPA","GTV 250",null
2008,"VICTORY","HAMMER",null
2008,"VICTORY","HAMMER S",null
2008,"VICTORY","KINGPIN",23
2008,"VICTORY","KINGPIN 8-BALL",null
2008,"VICTORY","KINGPIN TOUR",9
2008,"VICTORY","VEGAS",109
2008,"VICTORY","VEGAS 8-BALL",78
2008,"VICTORY","VEGAS JACKPOT",101
2008,"VICTORY","VEGAS LOW",24
2008,"VICTORY","VISION STREET",118
2008,"VICTORY","VISION STREET PREMIUM",76
2008,"VICTORY","VISION TOUR",null
2008,"VICTORY","VISION TOUR COMFORT",43
2008,"VICTORY","VISION TOUR PREMIUM",56
2008,"VOLKSWAGEN","BEETLE",null
2008,"VOLKSWAGEN","BORA",null
2008,"VOLKSWAGEN","CRAFTER",null
2008,"VOLKSWAGEN","CROSSFOX",104
2008,"VOLKSWAGEN","DERBY",56
2008,"VOLKSWAGEN","EOS",51
2008,"VOLKSWAGEN","EUROVAN",null
2008,"VOLKSWAGEN","GOLF CITY",null
2008,"VOLKSWAGEN","GTI",2
2008,"VOLKSWAGEN","JETTA",134
2008,"VOLKSWAGEN","JETTA CITY",null
2008,"VOLKSWAGEN","LUPO",null
2008,"VOLKSWAGEN","PASSAT",67
2008,"VOLKSWAGEN","PICKUP",145
2008,"VOLKSWAGEN","POINTER",124
2008,"VOLKSWAGEN","R32",null
2008,"VOLKSWAGEN","RABBIT",null
2008,"VOLKSWAGEN","SHARAN",null
2008,"VOLKSWAGEN","SPORTVAN",null
2008,"VOLKSWAGEN","TOUAREG",144
2008,"VOLKSWAGEN","VAN",80
2008,"VOLVO","C30",null
2008,"VOLVO","C70",null
2008,"VOLVO","S40",127
2008,"VOLVO","S60",null
2008,"VOLVO","S80",61
2008,"VOLVO","V50",null
2008,"VOLVO","V70",null
2008,"VOLVO","XC70",21
2008,"VOLVO","XC90",46
2008,"WESTERN RV","ALPINE",85
2008,"WORKHORSE","LF72",null
2008,"WORKHORSE","R26",null
2008,"WORKHORSE","R32",1
2008,"WORKHORSE","W16",null
2008,"WORKHORSE","W18",132
2008,"WORKHORSE","W20",70
2008,"WORKHORSE","W21",null
2008,"WORKHORSE","W22",null
2008,"WORKHORSE","W24",139
2008,"WORKHORSE","W25",11
2008,"WORKHORSE","W42",null
2008,"WORKHORSE","W62",118
2008,"YAMAHA","BR250T BRAVO",null
2008,"YAMAHA","CP250 MORPHOUS",125
2008,"YAMAHA","FJR1300A ABS",127
2008,"YAMAHA","FJR1300AE",7
2008,"YAMAHA","FX10 FX NYTRO",20
2008,"YAMAHA","FX1000 WAVERUNNER FX",136
2008,"YAMAHA","FX1000A WAVERUNNER FX CRUISER",null
2008,"YAMAHA","FX10MT FX NYTRO MTX",null
2008,"YAMAHA","FX10MTR FX NYTRO MX",null
2008,"YAMAHA","FX10MTRA FX NYTRO MTX 40TH ANNIV",9
2008,"YAMAHA","FX10RT FX NYTRO RTX NON-REVERSE",60
2008,"YAMAHA","FX10RTR FX NYTRO RTX",99
2008,"YAMAHA","FX10RTRA FX NYTRO RTX 40TH ANNIV",null
2008,"YAMAHA","FX1100 WAVERUNNER FX HO",null
2008,"YAMAHA","FX1100A WAVERUNNER FX CRUISER HO",null
2008,"YAMAHA","FX1800 WAVERUNNER FX CRUISER SHO",null
2008,"YAMAHA","FX1800 WAVERUNNER FX SHO",null
2008,"YAMAHA","FZS1000 FZ1",61
2008,"YAMAHA","FZS600 FZ6",null
2008,"YAMAHA","GP1300 WAVERUNNER GP1300R",null
2008,"YAMAHA","PW50",null
2008,"YAMAHA","PZ50 PHAZER",140
2008,"YAMAHA","PZ50GT PHAZER GT",147
2008,"YAMAHA","PZ50MT PHAZER MOUNTAIN LITE",83
2008,"YAMAHA","PZ50RTX PHAZER RTX",null
2008,"YAMAHA","PZ50VT VENTURE LITE",null
2008,"YAMAHA","RS90GT VECTOR GT",null
2008,"YAMAHA","RS90GTA RS VECTOR 40TH ANNIV",123
2008,"YAMAHA","RS90LT RS VECTOR LTX",null
2008,"YAMAHA","RS90LTGT RS VECTOR LTX GT",null
2008,"YAMAHA","RS90R RS VECTOR",null
2008,"YAMAHA","RST90 RS VENTURE",null
2008,"YAMAHA","RST90GT RS VENTURE GT",81
2008,"YAMAHA","RX10GT APEX GT",133
2008,"YAMAHA","RX10GTA APEX GT 40TH ANNIV",8
2008,"YAMAHA","RX10LT APEX LTX",45
2008,"YAMAHA","RX10LTGT APEX LTX GT",116
2008,"YAMAHA","RX10LTGTA APEX LTX GT 40TH ANNIV",null
2008,"YAMAHA","RX10MT APEX MTX",null
2008,"YAMAHA","RX10MTA APEX MTX SE 40TH ANNIV",118
2008,"YAMAHA","RX10R APEX",19
2008,"YAMAHA","RX10RTR APEX RTX ER",null
2008,"YAMAHA","SJ700 SUPER JET",null
2008,"YAMAHA","TTR110E",4
2008,"YAMAHA","TTR125E",31
2008,"YAMAHA","TTR125L",89
2008,"YAMAHA","TTR125LE",112
2008,"YAMAHA","TTR230",93
2008,"YAMAHA","TTR50E",null
2008,"YAMAHA","TW200",28
2008,"YAMAHA","VK10 VIKING PROFESSIONAL",75
2008,"YAMAHA","VX1100 WAVERUNNER VX",null
2008,"YAMAHA","VX1100A WAVERUNNER VX CRUISER",null
2008,"YAMAHA","VX1100B WAVERUNNER VX DELUXE",null
2008,"YAMAHA","VX1100C WAVERUNNER VX SPORT",null
2008,"YAMAHA","WR250F",null
2008,"YAMAHA","WR250R",4
2008,"YAMAHA","WR250X",59
2008,"YAMAHA","WR450F",null
2008,"YAMAHA","XC50 VINO 50 CLASSIC",114
2008,"YAMAHA","XF50 C3",null
2008,"YAMAHA","XP50 C3",null
2008,"YAMAHA","XT250",null
2008,"YAMAHA","XV1700A ROAD STAR",91
